Date,Q,R,Sta,Fin,Latitude,Longitude,Estimate,Quantity,Error
11/11/2020 09:36:25,Q10,Rank2,IP Address,True,34.1020965576172,-118.047401428223,76,82,6
11/11/2020 09:36:35,Q1,Rank3,IP Address,True,51.5077056884766,-0.119003295898437,40,20,20
11/11/2020 09:36:35,Q2,Rank3,IP Address,True,51.5077056884766,-0.119003295898437,60,93,33
11/11/2020 09:36:35,Q3,Rank4,IP Address,True,51.5077056884766,-0.119003295898437,25,76,51
11/11/2020 09:36:35,Q4,Rank5,IP Address,True,51.5077056884766,-0.119003295898437,25,20,5
11/11/2020 09:36:35,Q5,Rank5,IP Address,True,51.5077056884766,-0.119003295898437,40,68,28
11/11/2020 09:36:35,Q6,Rank6,IP Address,True,51.5077056884766,-0.119003295898437,45,82,37
11/11/2020 09:36:35,Q7,Rank1,IP Address,True,51.5077056884766,-0.119003295898437,80,77,3
11/11/2020 09:36:35,Q8,Rank2,IP Address,True,51.5077056884766,-0.119003295898437,40,42,2
11/11/2020 09:36:35,Q9,Rank1,IP Address,True,51.5077056884766,-0.119003295898437,40,62,22
11/11/2020 09:36:35,Q10,Rank2,IP Address,True,51.5077056884766,-0.119003295898437,80,82,2
11/11/2020 09:35:20,Q1,Rank3,IP Address,True,51.5328979492187,-0.0050048828125,40,20,20
11/11/2020 09:35:20,Q2,Rank3,IP Address,True,51.5328979492187,-0.0050048828125,100,93,7
11/11/2020 09:35:20,Q3,Rank4,IP Address,True,51.5328979492187,-0.0050048828125,80,76,4
11/11/2020 09:35:20,Q4,Rank5,IP Address,True,51.5328979492187,-0.0050048828125,20,20,0
11/11/2020 09:35:20,Q5,Rank5,IP Address,True,51.5328979492187,-0.0050048828125,80,68,12
11/11/2020 09:35:20,Q6,Rank6,IP Address,True,51.5328979492187,-0.0050048828125,92,82,10
11/11/2020 09:35:20,Q7,Rank1,IP Address,True,51.5328979492187,-0.0050048828125,80,77,3
11/11/2020 09:35:20,Q8,Rank2,IP Address,True,51.5328979492187,-0.0050048828125,47,42,5
11/11/2020 09:35:20,Q9,Rank1,IP Address,True,51.5328979492187,-0.0050048828125,75,62,13
11/11/2020 09:35:20,Q10,Rank2,IP Address,True,51.5328979492187,-0.0050048828125,76,82,6
11/11/2020 09:35:50,Q1,Rank3,IP Address,True,51.5041961669922,-0.219894409179687,20,20,0
11/11/2020 09:35:50,Q2,Rank3,IP Address,True,51.5041961669922,-0.219894409179687,92,93,1
11/11/2020 09:35:50,Q3,Rank4,IP Address,True,51.5041961669922,-0.219894409179687,86,76,10
11/11/2020 09:35:50,Q4,Rank5,IP Address,True,51.5041961669922,-0.219894409179687,6,20,14
11/11/2020 09:35:50,Q5,Rank5,IP Address,True,51.5041961669922,-0.219894409179687,41,68,27
11/11/2020 09:35:50,Q6,Rank6,IP Address,True,51.5041961669922,-0.219894409179687,46,82,36
11/11/2020 09:35:50,Q7,Rank1,IP Address,True,51.5041961669922,-0.219894409179687,83,77,6
11/11/2020 09:35:50,Q8,Rank2,IP Address,True,51.5041961669922,-0.219894409179687,44,42,2
11/11/2020 09:35:50,Q9,Rank1,IP Address,True,51.5041961669922,-0.219894409179687,80,62,18
11/11/2020 09:35:50,Q10,Rank2,IP Address,True,51.5041961669922,-0.219894409179687,76,82,6
11/11/2020 09:23:24,Q1,Rank3,IP Address,True,51.5680999755859,-0.0894012451171875,25,20,5
11/11/2020 09:23:24,Q2,Rank3,IP Address,True,51.5680999755859,-0.0894012451171875,100,93,7
11/11/2020 09:23:24,Q3,Rank4,IP Address,True,51.5680999755859,-0.0894012451171875,63,76,13
11/11/2020 09:23:24,Q4,Rank5,IP Address,True,51.5680999755859,-0.0894012451171875,55,20,35
11/11/2020 09:23:24,Q5,Rank5,IP Address,True,51.5680999755859,-0.0894012451171875,60,68,8
11/11/2020 09:23:24,Q6,Rank6,IP Address,True,51.5680999755859,-0.0894012451171875,45,82,37
11/11/2020 09:23:24,Q7,Rank1,IP Address,True,51.5680999755859,-0.0894012451171875,75,77,2
11/11/2020 09:23:24,Q8,Rank2,IP Address,True,51.5680999755859,-0.0894012451171875,40,42,2
11/11/2020 09:23:24,Q9,Rank1,IP Address,True,51.5680999755859,-0.0894012451171875,76,62,14
11/11/2020 09:23:24,Q10,Rank2,IP Address,True,51.5680999755859,-0.0894012451171875,14,82,68
11/11/2020 09:37:10,Q1,Rank3,IP Address,True,22.2794952392578,114.14599609375,25,20,5
11/11/2020 09:37:10,Q2,Rank3,IP Address,True,22.2794952392578,114.14599609375,100,93,7
11/11/2020 09:37:10,Q3,Rank4,IP Address,True,22.2794952392578,114.14599609375,100,76,24
11/11/2020 09:37:10,Q4,Rank5,IP Address,True,22.2794952392578,114.14599609375,20,20,0
11/11/2020 09:37:10,Q5,Rank5,IP Address,True,22.2794952392578,114.14599609375,33,68,35
11/11/2020 09:37:10,Q6,Rank6,IP Address,True,22.2794952392578,114.14599609375,45,82,37
11/11/2020 09:37:10,Q7,Rank1,IP Address,True,22.2794952392578,114.14599609375,80,77,3
11/11/2020 09:37:10,Q8,Rank2,IP Address,True,22.2794952392578,114.14599609375,30,42,12
11/11/2020 09:37:10,Q9,Rank1,IP Address,True,22.2794952392578,114.14599609375,75,62,13
11/11/2020 09:37:10,Q10,Rank2,IP Address,True,22.2794952392578,114.14599609375,75,82,7
11/11/2020 09:34:41,Q1,Rank3,IP Address,True,51.5359954833984,-0.092498779296875,40,20,20
11/11/2020 09:34:41,Q2,Rank3,IP Address,True,51.5359954833984,-0.092498779296875,85,93,8
11/11/2020 09:34:41,Q3,Rank4,IP Address,True,51.5359954833984,-0.092498779296875,70,76,6
11/11/2020 09:34:41,Q4,Rank5,IP Address,True,51.5359954833984,-0.092498779296875,65,20,45
11/11/2020 09:34:41,Q5,Rank5,IP Address,True,51.5359954833984,-0.092498779296875,40,68,28
11/11/2020 09:34:41,Q6,Rank6,IP Address,True,51.5359954833984,-0.092498779296875,40,82,42
11/11/2020 09:34:41,Q7,Rank1,IP Address,True,51.5359954833984,-0.092498779296875,75,77,2
11/11/2020 09:34:41,Q8,Rank2,IP Address,True,51.5359954833984,-0.092498779296875,40,42,2
11/11/2020 09:34:41,Q9,Rank1,IP Address,True,51.5359954833984,-0.092498779296875,80,62,18
11/11/2020 09:34:41,Q10,Rank2,IP Address,True,51.5359954833984,-0.092498779296875,75,82,7
11/11/2020 09:36:03,Q1,Rank3,IP Address,True,37.9842071533203,23.7353057861328,50,20,30
11/11/2020 09:36:03,Q2,Rank3,IP Address,True,37.9842071533203,23.7353057861328,100,93,7
11/11/2020 09:36:03,Q3,Rank4,IP Address,True,37.9842071533203,23.7353057861328,85,76,9
11/11/2020 09:36:03,Q4,Rank5,IP Address,True,37.9842071533203,23.7353057861328,20,20,0
11/11/2020 09:36:03,Q5,Rank5,IP Address,True,37.9842071533203,23.7353057861328,45,68,23
11/11/2020 09:36:03,Q6,Rank6,IP Address,True,37.9842071533203,23.7353057861328,45,82,37
11/11/2020 09:36:03,Q7,Rank1,IP Address,True,37.9842071533203,23.7353057861328,80,77,3
11/11/2020 09:36:03,Q8,Rank2,IP Address,True,37.9842071533203,23.7353057861328,40,42,2
11/11/2020 09:36:03,Q9,Rank1,IP Address,True,37.9842071533203,23.7353057861328,66,62,4
11/11/2020 09:36:03,Q10,Rank2,IP Address,True,37.9842071533203,23.7353057861328,83,82,1
11/11/2020 09:38:12,Q1,Rank3,IP Address,True,35.5818939208984,139.766296386719,20,20,0
11/11/2020 09:38:12,Q2,Rank3,IP Address,True,35.5818939208984,139.766296386719,100,93,7
11/11/2020 09:38:12,Q3,Rank4,IP Address,True,35.5818939208984,139.766296386719,90,76,14
11/11/2020 09:38:12,Q4,Rank5,IP Address,True,35.5818939208984,139.766296386719,20,20,0
11/11/2020 09:38:12,Q5,Rank5,IP Address,True,35.5818939208984,139.766296386719,44,68,24
11/11/2020 09:38:12,Q6,Rank6,IP Address,True,35.5818939208984,139.766296386719,42,82,40
11/11/2020 09:38:12,Q7,Rank1,IP Address,True,35.5818939208984,139.766296386719,80,77,3
11/11/2020 09:38:12,Q8,Rank2,IP Address,True,35.5818939208984,139.766296386719,34,42,8
11/11/2020 09:38:12,Q9,Rank1,IP Address,True,35.5818939208984,139.766296386719,70,62,8
11/11/2020 09:38:12,Q10,Rank2,IP Address,True,35.5818939208984,139.766296386719,70,82,12
11/11/2020 09:38:44,Q1,Rank3,IP Address,True,51.5359954833984,-0.092498779296875,19,20,1
11/11/2020 09:38:44,Q2,Rank3,IP Address,True,51.5359954833984,-0.092498779296875,34,93,59
11/11/2020 09:38:44,Q3,Rank4,IP Address,True,51.5359954833984,-0.092498779296875,34,76,42
11/11/2020 09:38:44,Q4,Rank5,IP Address,True,51.5359954833984,-0.092498779296875,15,20,5
11/11/2020 09:38:44,Q5,Rank5,IP Address,True,51.5359954833984,-0.092498779296875,29,68,39
11/11/2020 09:38:44,Q6,Rank6,IP Address,True,51.5359954833984,-0.092498779296875,40,82,42
11/11/2020 09:38:44,Q7,Rank1,IP Address,True,51.5359954833984,-0.092498779296875,73,77,4
11/11/2020 09:38:44,Q8,Rank2,IP Address,True,51.5359954833984,-0.092498779296875,39,42,3
11/11/2020 09:38:44,Q9,Rank1,IP Address,True,51.5359954833984,-0.092498779296875,24,62,38
11/11/2020 09:38:44,Q10,Rank2,IP Address,True,51.5359954833984,-0.092498779296875,30,82,52
11/11/2020 09:36:37,Q1,Rank3,IP Address,True,51.6016998291016,-0.0731964111328125,33,20,13
11/11/2020 09:36:37,Q2,Rank3,IP Address,True,51.6016998291016,-0.0731964111328125,91,93,2
11/11/2020 09:36:37,Q3,Rank4,IP Address,True,51.6016998291016,-0.0731964111328125,69,76,7
11/11/2020 09:36:37,Q4,Rank5,IP Address,True,51.6016998291016,-0.0731964111328125,40,20,20
11/11/2020 09:36:37,Q5,Rank5,IP Address,True,51.6016998291016,-0.0731964111328125,64,68,4
11/11/2020 09:36:37,Q6,Rank6,IP Address,True,51.6016998291016,-0.0731964111328125,50,82,32
11/11/2020 09:36:37,Q7,Rank1,IP Address,True,51.6016998291016,-0.0731964111328125,80,77,3
11/11/2020 09:36:37,Q8,Rank2,IP Address,True,51.6016998291016,-0.0731964111328125,33,42,9
11/11/2020 09:36:37,Q9,Rank1,IP Address,True,51.6016998291016,-0.0731964111328125,62,62,0
11/11/2020 09:36:37,Q10,Rank2,IP Address,True,51.6016998291016,-0.0731964111328125,62,82,20
11/11/2020 09:42:38,Q1,Rank3,IP Address,True,51.4956970214844,-0.177200317382812,44,20,24
11/11/2020 09:42:38,Q2,Rank3,IP Address,True,51.4956970214844,-0.177200317382812,46,93,47
11/11/2020 09:42:38,Q3,Rank4,IP Address,True,51.4956970214844,-0.177200317382812,45,76,31
11/11/2020 09:42:38,Q4,Rank5,IP Address,True,51.4956970214844,-0.177200317382812,29,20,9
11/11/2020 09:42:38,Q5,Rank5,IP Address,True,51.4956970214844,-0.177200317382812,43,68,25
11/11/2020 09:42:38,Q6,Rank6,IP Address,True,51.4956970214844,-0.177200317382812,48,82,34
11/11/2020 09:42:38,Q7,Rank1,IP Address,True,51.4956970214844,-0.177200317382812,80,77,3
11/11/2020 09:42:38,Q8,Rank2,IP Address,True,51.4956970214844,-0.177200317382812,32,42,10
11/11/2020 09:42:38,Q9,Rank1,IP Address,True,51.4956970214844,-0.177200317382812,63,62,1
11/11/2020 09:42:38,Q10,Rank2,IP Address,True,51.4956970214844,-0.177200317382812,68,82,14
11/11/2020 09:42:55,Q1,Rank3,IP Address,True,51.5164031982422,-0.0930023193359375,50,20,30
11/11/2020 09:42:55,Q2,Rank3,IP Address,True,51.5164031982422,-0.0930023193359375,90,93,3
11/11/2020 09:42:55,Q3,Rank4,IP Address,True,51.5164031982422,-0.0930023193359375,90,76,14
11/11/2020 09:42:55,Q4,Rank5,IP Address,True,51.5164031982422,-0.0930023193359375,15,20,5
11/11/2020 09:42:55,Q5,Rank5,IP Address,True,51.5164031982422,-0.0930023193359375,40,68,28
11/11/2020 09:42:55,Q6,Rank6,IP Address,True,51.5164031982422,-0.0930023193359375,45,82,37
11/11/2020 09:42:55,Q7,Rank1,IP Address,True,51.5164031982422,-0.0930023193359375,80,77,3
11/11/2020 09:42:55,Q8,Rank2,IP Address,True,51.5164031982422,-0.0930023193359375,40,42,2
11/11/2020 09:42:55,Q9,Rank1,IP Address,True,51.5164031982422,-0.0930023193359375,75,62,13
11/11/2020 09:42:55,Q10,Rank2,IP Address,True,51.5164031982422,-0.0930023193359375,45,82,37
11/11/2020 09:42:30,Q1,Rank3,IP Address,True,51.5505981445312,-0.187301635742187,32,20,12
11/11/2020 09:42:30,Q2,Rank3,IP Address,True,51.5505981445312,-0.187301635742187,65,93,28
11/11/2020 09:42:30,Q3,Rank4,IP Address,True,51.5505981445312,-0.187301635742187,41,76,35
11/11/2020 09:42:30,Q4,Rank5,IP Address,True,51.5505981445312,-0.187301635742187,19,20,1
11/11/2020 09:42:30,Q5,Rank5,IP Address,True,51.5505981445312,-0.187301635742187,40,68,28
11/11/2020 09:42:30,Q6,Rank6,IP Address,True,51.5505981445312,-0.187301635742187,46,82,36
11/11/2020 09:42:30,Q7,Rank1,IP Address,True,51.5505981445312,-0.187301635742187,84,77,7
11/11/2020 09:42:30,Q8,Rank2,IP Address,True,51.5505981445312,-0.187301635742187,31,42,11
11/11/2020 09:42:30,Q9,Rank1,IP Address,True,51.5505981445312,-0.187301635742187,72,62,10
11/11/2020 09:42:30,Q10,Rank2,IP Address,True,51.5505981445312,-0.187301635742187,61,82,21
11/11/2020 09:36:56,Q1,Rank3,IP Address,True,51.4963989257812,-0.122406005859375,25,20,5
11/11/2020 09:36:56,Q2,Rank3,IP Address,True,51.4963989257812,-0.122406005859375,20,93,73
11/11/2020 09:36:56,Q3,Rank4,IP Address,True,51.4963989257812,-0.122406005859375,50,76,26
11/11/2020 09:36:56,Q4,Rank5,IP Address,True,51.4963989257812,-0.122406005859375,20,20,0
11/11/2020 09:36:56,Q5,Rank5,IP Address,True,51.4963989257812,-0.122406005859375,42,68,26
11/11/2020 09:36:56,Q6,Rank6,IP Address,True,51.4963989257812,-0.122406005859375,46,82,36
11/11/2020 09:36:56,Q7,Rank1,IP Address,True,51.4963989257812,-0.122406005859375,80,77,3
11/11/2020 09:36:56,Q8,Rank2,IP Address,True,51.4963989257812,-0.122406005859375,35,42,7
11/11/2020 09:36:56,Q9,Rank1,IP Address,True,51.4963989257812,-0.122406005859375,65,62,3
11/11/2020 09:36:56,Q10,Rank2,IP Address,True,51.4963989257812,-0.122406005859375,65,82,17
11/11/2020 08:52:39,Q1,Rank3,IP Address,False,,,,20,
11/11/2020 08:52:39,Q2,Rank3,IP Address,False,,,,93,
11/11/2020 08:52:39,Q3,Rank4,IP Address,False,,,,76,
11/11/2020 08:52:39,Q4,Rank5,IP Address,False,,,,20,
11/11/2020 08:52:39,Q5,Rank5,IP Address,False,,,,68,
11/11/2020 08:52:39,Q6,Rank6,IP Address,False,,,,82,
11/11/2020 08:52:39,Q7,Rank1,IP Address,False,,,,77,
11/11/2020 08:52:39,Q8,Rank2,IP Address,False,,,,42,
11/11/2020 08:52:39,Q9,Rank1,IP Address,False,,,,62,
11/11/2020 08:52:39,Q10,Rank2,IP Address,False,,,,82,
11/11/2020 08:29:01,Q1,Rank3,IP Address,False,,,,20,
11/11/2020 08:29:01,Q2,Rank3,IP Address,False,,,,93,
11/11/2020 08:29:01,Q3,Rank4,IP Address,False,,,,76,
11/11/2020 08:29:01,Q4,Rank5,IP Address,False,,,,20,
11/11/2020 08:29:01,Q5,Rank5,IP Address,False,,,,68,
11/11/2020 08:29:01,Q6,Rank6,IP Address,False,,,,82,
11/11/2020 08:29:01,Q7,Rank1,IP Address,False,,,,77,
11/11/2020 08:29:01,Q8,Rank2,IP Address,False,,,,42,
11/11/2020 08:29:01,Q9,Rank1,IP Address,False,,,,62,
11/11/2020 08:29:01,Q10,Rank2,IP Address,False,,,,82,
11/11/2020 10:17:04,Q1,Rank3,IP Address,False,,,25,20,5
11/11/2020 10:17:04,Q2,Rank3,IP Address,False,,,100,93,7
11/11/2020 10:17:04,Q3,Rank4,IP Address,False,,,,76,
11/11/2020 10:17:04,Q4,Rank5,IP Address,False,,,,20,
11/11/2020 10:17:04,Q5,Rank5,IP Address,False,,,,68,
11/11/2020 10:17:04,Q6,Rank6,IP Address,False,,,,82,
11/11/2020 10:17:04,Q7,Rank1,IP Address,False,,,,77,
11/11/2020 10:17:04,Q8,Rank2,IP Address,False,,,,42,
11/11/2020 10:17:04,Q9,Rank1,IP Address,False,,,,62,
11/11/2020 10:17:04,Q10,Rank2,IP Address,False,,,,82,
12/11/2020 23:43:04,Q1,Rank3,IP Address,False,,,,20,
12/11/2020 23:43:04,Q2,Rank3,IP Address,False,,,,93,
12/11/2020 23:43:04,Q3,Rank4,IP Address,False,,,,76,
12/11/2020 23:43:04,Q4,Rank5,IP Address,False,,,,20,
12/11/2020 23:43:04,Q5,Rank5,IP Address,False,,,,68,
12/11/2020 23:43:04,Q6,Rank6,IP Address,False,,,,82,
12/11/2020 23:43:04,Q7,Rank1,IP Address,False,,,,77,
12/11/2020 23:43:04,Q8,Rank2,IP Address,False,,,,42,
12/11/2020 23:43:04,Q9,Rank1,IP Address,False,,,,62,
12/11/2020 23:43:04,Q10,Rank2,IP Address,False,,,,82,
08/02/2021 08:05:34,Q1,Rank3,IP Address,True,52.6493988037109,-1.12030029296875,29,20,9
08/02/2021 08:05:34,Q2,Rank3,IP Address,True,52.6493988037109,-1.12030029296875,92,93,1
08/02/2021 08:05:34,Q3,Rank4,IP Address,True,52.6493988037109,-1.12030029296875,80,76,4
08/02/2021 08:05:34,Q4,Rank5,IP Address,True,52.6493988037109,-1.12030029296875,22,20,2
08/02/2021 08:05:34,Q5,Rank5,IP Address,True,52.6493988037109,-1.12030029296875,65,68,3
08/02/2021 08:05:34,Q6,Rank6,IP Address,True,52.6493988037109,-1.12030029296875,87,82,5
08/02/2021 08:05:34,Q7,Rank1,IP Address,True,52.6493988037109,-1.12030029296875,77,77,0
08/02/2021 08:05:34,Q8,Rank2,IP Address,True,52.6493988037109,-1.12030029296875,30,42,12
08/02/2021 08:05:34,Q9,Rank1,IP Address,True,52.6493988037109,-1.12030029296875,59,62,3
08/02/2021 08:05:34,Q10,Rank2,IP Address,True,52.6493988037109,-1.12030029296875,81,82,1
12/02/2021 13:59:38,Q1,Rank3,IP Address,True,60.2745056152344,24.997802734375,25,20,5
12/02/2021 13:59:38,Q2,Rank3,IP Address,True,60.2745056152344,24.997802734375,80,93,13
12/02/2021 13:59:38,Q3,Rank4,IP Address,True,60.2745056152344,24.997802734375,70,76,6
12/02/2021 13:59:38,Q4,Rank5,IP Address,True,60.2745056152344,24.997802734375,18,20,2
12/02/2021 13:59:38,Q5,Rank5,IP Address,True,60.2745056152344,24.997802734375,75,68,7
12/02/2021 13:59:38,Q6,Rank6,IP Address,True,60.2745056152344,24.997802734375,40,82,42
12/02/2021 13:59:38,Q7,Rank1,IP Address,True,60.2745056152344,24.997802734375,70,77,7
12/02/2021 13:59:38,Q8,Rank2,IP Address,True,60.2745056152344,24.997802734375,40,42,2
12/02/2021 13:59:38,Q9,Rank1,IP Address,True,60.2745056152344,24.997802734375,65,62,3
12/02/2021 13:59:38,Q10,Rank2,IP Address,True,60.2745056152344,24.997802734375,90,82,8
13/02/2021 14:16:53,Q1,Rank3,IP Address,True,52.439697265625,-1.72549438476562,15,20,5
13/02/2021 14:16:53,Q2,Rank3,IP Address,True,52.439697265625,-1.72549438476562,90,93,3
13/02/2021 14:16:53,Q3,Rank4,IP Address,True,52.439697265625,-1.72549438476562,72,76,4
13/02/2021 14:16:53,Q4,Rank5,IP Address,True,52.439697265625,-1.72549438476562,19,20,1
13/02/2021 14:16:53,Q5,Rank5,IP Address,True,52.439697265625,-1.72549438476562,35,68,33
13/02/2021 14:16:53,Q6,Rank6,IP Address,True,52.439697265625,-1.72549438476562,45,82,37
13/02/2021 14:16:53,Q7,Rank1,IP Address,True,52.439697265625,-1.72549438476562,76,77,1
13/02/2021 14:16:53,Q8,Rank2,IP Address,True,52.439697265625,-1.72549438476562,31,42,11
13/02/2021 14:16:53,Q9,Rank1,IP Address,True,52.439697265625,-1.72549438476562,65,62,3
13/02/2021 14:16:53,Q10,Rank2,IP Address,True,52.439697265625,-1.72549438476562,59,82,23
13/02/2021 17:47:45,Q1,Rank3,IP Address,True,51.556396484375,0.0713958740234375,60,20,40
13/02/2021 17:47:45,Q2,Rank3,IP Address,True,51.556396484375,0.0713958740234375,90,93,3
13/02/2021 17:47:45,Q3,Rank4,IP Address,True,51.556396484375,0.0713958740234375,0,76,76
13/02/2021 17:47:45,Q4,Rank5,IP Address,True,51.556396484375,0.0713958740234375,15,20,5
13/02/2021 17:47:45,Q5,Rank5,IP Address,True,51.556396484375,0.0713958740234375,40,68,28
13/02/2021 17:47:45,Q6,Rank6,IP Address,True,51.556396484375,0.0713958740234375,45,82,37
13/02/2021 17:47:45,Q7,Rank1,IP Address,True,51.556396484375,0.0713958740234375,85,77,8
13/02/2021 17:47:45,Q8,Rank2,IP Address,True,51.556396484375,0.0713958740234375,40,42,2
13/02/2021 17:47:45,Q9,Rank1,IP Address,True,51.556396484375,0.0713958740234375,60,62,2
13/02/2021 17:47:45,Q10,Rank2,IP Address,True,51.556396484375,0.0713958740234375,60,82,22
13/02/2021 18:05:18,Q1,Rank3,IP Address,True,51.6161041259766,-0.10369873046875,41,20,21
